,Business_Name,BusinessContact_FirstName,BusinessContact_LastName,Business_City,Business_State,PrimaryNAICSCode,Business_ClientID
2097,Phoenix General Services,Ronald,Taylor,Brighton,MA,561720,20160131
2099,"Pilgrim Supplies Co., Inc.",Yasmin,Daniele,Norwood,MA,425120,20070076
2100,"Pilot Development Partners, Inc.",Eden,Milroy,Malden,MA,"541310, 541611",20110226
2101,"Pina Container Service, LLC",David C.,Pina II,Mashpee,MA,"562991, 562111",20120223
2102,"Pinnick Construction & Associates, LLC",Zachary,Pinnick,Randolph,MA,"238350, 238320, 238140, 561730, 562910, 238310",20090036
2104,"PJ Cleaning, Inc.",Leandro,Tejeda,Dorchester,MA,561720,20090310
2105,"PJ Systems, Inc. d/b/a: HIQ Computers",Pei Lin,Tsai,Medford,MA,"443142, 811212",20000225
2106,"PJC & Company, Ecological Land Care, Inc.",Pamela,Newcombe,Rowley,MA,"325314, 325312",20150253
2107,"PJC & Company, Ecological Land Care, Inc.",Pamela,Newcombe,Rowley,MA,"325314, 325312",20150253
2108,"PJ's Painting, Inc.",Patrice,Housey,Springfield,MA,238320,20150161
2109,"PJ's Painting, Inc.",Patrice,Housey,Springfield,MA,238320,20150161
2116,"Polvora Advertising, Inc.",Rodolfo,Bozas,Boston,MA,"541810, 541613",20130176
2117,Potential Horizons Realized,Doris Ferrer,Roach,Newburyport,MA,"611430, 541611",20070014
2118,"Potenza Construction Company, LLC",Osvaldo,Luduena,Fitchburg,MA,"237310, 238910, 238110, 238990, 238390",20090100
2119,"Powder Horn Press, Inc.",Bridgette E.,Anderson,Plymouth,MA,"323113, 339950, 541430, 323111",20150098
2120,"Powder Horn Press, Inc.",Bridgette E.,Anderson,Plymouth,MA,"323113, 339950, 541430, 323111",20150098
2124,"Pralogic Technologies, LLC",Lakshmi,Ramasamy,Newton,MA,541618,20140230
2127,"Preferred Staffing & Recruiting, Inc.",Kathleen,Hannigan-Orcutt,Newton,MA,"561311, 561320",20150193
2128,"Preferred Staffing & Recruiting, Inc.",Kathleen,Hannigan-Orcutt,Newton,MA,"561311, 561320",20150193
2129,"Premier Abatement & Labor Services, Inc.",Martin,Infante,Lawrence,MA,562910,20080151
2130,"Prestige Health Care Services, Inc.",Isdory P.,Lyamuya,Worcester,MA,621610,20130199
2131,"Price Source, LLC d/b/a: Speedpro Imaging",Michael,Price,Needham,MA,323111,20160011
2132,"Primary Corporation, Inc.",Kirk A.,Sykes,Jamaica Plain,MA,531390,19980185
2134,"Prime Group, Inc., The",Navinchandra,Patel,Tyngsboro,MA,"236220, 237310, 541330, 562910, 238350",20090179
2135,"Prime Group, Inc., The",Navinchandra,Patel,Tyngsboro,MA,"236220, 237310, 541330, 562910, 238350",20090179
2137,"Printer & Fax Technology, Inc.",Sady,Lozada,Medford,MA,453210,20020364
2138,"Pristine Cleaning Services, LLC",Rocio,Herrera,Revere,MA,561720,20170200
2139,"Pristine Engineers, Inc.",Golam,Mustafa,Raynham,MA,541330,20100246
2140,"Pristine Engineers, Inc.",Golam,Mustafa,Raynham,MA,541330,20100246
2141,"ProAV Systems, Inc.",Kimberly,Bishop,Chelsmford,MA,238210,20070248
2142,"Procomm Solutions, Inc.",Lynne,Hennessy,Holliston,MA,541618,20040484
2143,"Procomm Solutions, Inc.",Lynne,Hennessy,Holliston,MA,541618,20040484
2144,"Prodigy Associates, LLC",Ehsanul,Bhuiya,Springfield,MA,"541611, 561311, 561312",20150176
2145,"Prodigy Associates, LLC",Ehsanul,Bhuiya,Springfield,MA,"541611, 561311, 561312",20150176
2146,"Production Line Support, Inc.",Chan,Young,Tyngsborough,MA,"561311, 561320, 611430",20050293
2147,"Pro-Fast-Air, Inc.",Manoel,Lemes,Marlborough,MA,238220,20160239
2148,"Pro-Fast-Air, Inc.",Manoel,Lemes,Marlborough,MA,238220,20160239
2149,"Professional Tree & Landscape Construction, Inc.",Kathleen A.,O'Malley-Gonet,East Freetown,MA,"561730, 238140",20190051
2150,"Professional Tree & Landscape Construction, Inc.",Kathleen A.,O'Malley-Gonet,East Freetown,MA,"561730, 238140",20190051
2159,"Proverb, LLC",Charles Daren,Bascome,Boston,MA,"541810, 541910, 541613",20150068
2160,"Proverb, LLC",Charles Daren,Bascome,Boston,MA,"541810, 541910, 541613",20150068
2165,"PSN Construction, Inc.",Sergio,Benitez,Leominster,MA,237310,20160107
2166,"PSN Construction, Inc.",Sergio,Benitez,Leominster,MA,237310,20160107
2167,"PTCS Cleaning Services, LLC",Sandra,Ospina,Haverhill,MA,561720,20180140
2169,PurpleFox Events,Atiya,Charley,Mattapan,MA,812990,20180116
2170,"Pyramid Technology Services, Inc.",Claudia,Nimar,Falmouth,MA,"541512, 541513, 541519, 811212, 811219, 423430, 423690, 518210, 517911",19960071
2171,"Pyramid Technology Services, Inc.",Claudia,Nimar,Falmouth,MA,"541512, 541513, 541519, 811212, 811219, 423430, 423690, 518210, 517911",19960071
2172,"Quadrant Health Strategies, Inc.",Laura,Dinsmore,Beverly,MA,541612,20060266
2173,"Quadrant Health Strategies, Inc.",Laura,Dinsmore,Beverly,MA,541612,20060266
2174,"Quaker Lane Capital, LLC",Carlos,Febres-Mazzei,Charlestown,MA,,20190069
2175,"Quality & Productivity Solutions, Inc.",Jay,Patel,Marlborough,MA,611710,20100080
2178,"Quality Matrix, Inc.",Bhavani Priyanka,Yendluri,Westborough,MA,541512,20090018
2180,Quality Print,Joanne,Bruce,Medway,MA,323111,19960042
2181,Quality Print,Joanne,Bruce,Medway,MA,323111,19960042
2182,"Qualivian Investment Partners, LP",Aamer,Khan,Boston,MA,523999,20180019
2183,"QuickPay, Inc.",Skelly,Enabulele,Quincy,MA,541214,20110208
2184,"QuickPay, Inc.",Skelly,Enabulele,Quincy,MA,541214,20110208
2187,"Quock Associates, LLC",Karl,Coiscou,Dorchester,MA,"236118, 236116, 236220, 236115",20140251
2188,"Quock Associates, LLC",Karl,Coiscou,Dorchester,MA,"236118, 236116, 236220, 236115",20140251
2191,"R Fiber Optics, LLC",Run,Ron,Chelmsford,MA,"237130, 238210",20180272
2192,"R Fiber Optics, LLC",Run,Ron,Chelmsford,MA,"237130, 238210",20180272
2193,"R Fiber Optics, LLC",Run,Ron,Chelmsford,MA,"237130, 238210",20180272
2196,"R M Technologies, Inc",Rafael,Guzman,Lawrence,MA,"562910, 238330, 238990, 238910, 561720",20010088
2197,"R M Technologies, Inc.",Rafael,Guzman,Lawrence,MA,"562910, 238330, 238990, 238910, 561720",20010088
2198,"R O U Construction, Inc.",Alfredo,Garcia,Fitchburg,MA,237310,20040188
2199,"R O U Construction, Inc.",Alfredo,Garcia,Fitchburg,MA,237310,20040188
2200,R P Realty Advisors,Rose M.,Perrizo,Boston,MA,531320,20020184
2201,R P Realty Advisors,Rose M.,Perrizo,Boston,MA,531320,20020184
2202,"R. A. Mitchell Co., Inc.",Jennifer,DeMello,New Bedford,MA,"423860, 238290, 423830",20130155
2203,"R. A. Mitchell Co., Inc.",Jennifer,DeMello,New Bedford,MA,"423860, 238290, 423830",20130155
2204,R.E.C. Cleaning Services,Evangelina,Lessard,Garnder,MA,561720,20100362
2205,"R.J. Nardone Construction, Inc.",Patricia,Childs,South Dennis,MA,"237310, 238910, 484110, 238990",20060095
2206,"R.J. Nardone Construction, Inc.",Patricia,Childs,South Dennis,MA,"237310, 238910, 484110, 238990",20060095
2207,R.S. Electrical Service,Roberto,Santiago,Fitchburg,MA,238210,20150145
2208,R.S. Electrical Service,Roberto,Santiago,Fitchburg,MA,238210,20150145
2209,"Rachel Moran Engineering, Inc. d/b/a: R M Engineering, Inc.",Rachel,Moran,Boston,MA,541330,20060075
2210,"Rachel Moran Engineering, Inc. d/b/a: R M Engineering, Inc.",Rachel,Moran,Boston,MA,541330,20060075
2211,"Radar Solutions International, Inc.",Doria,Kutrubes,Waltham,MA,541620,19970110
2212,"Radar Solutions International, Inc.",Doria,Kutrubes,Waltham,MA,541620,19970110
2213,"Radiant Home Care Services, LLC",Pramila,Rao,Lawrence,MA,"621610, 624120",20170129
2218,"Ramco Survey Stakes Co., Inc.",Marcia,McCloud,West Bridgewater,MA,"238990, 238390, 238910, 423310, 423390",20050042
2219,"Ramco Survey Stakes Co., Inc.",Marcia,McCloud,West Bridgewater,MA,"238990, 238390, 238910, 423310, 423390",20050042
2220,Randall Measurement & Evaluation,Jennifer,Randall,Florence,MA,,20190112
2221,Rapid Retail Systems,Joseph,Brown,Somerville,MA,541519,20180129
2222,"Raposo Engineering Consulting, LLC",Gustavo O.,Raposo,Westport,MA,541330,20140127
2223,"Raposo Engineering Consulting, LLC",Gustavo O.,Raposo,Westport,MA,541330,20140127
2226,"Ray Haluch, Inc.",Joanne,Martins,Ludlow,MA,"423320, 484110, 484220, 488490, 532412",20060309
2227,"Ray Haluch, Inc.",Joanne,Martins,Ludlow,MA,"423320, 484110, 484220, 488490, 532412",20060309
2228,"RAY Services, Inc.",Yakaira,Inoa-Severino,Lawrence,MA,"562910, 238310, 238910",20160284
2229,"RAZZ-M-TAZZ Promotions, LLC",Gail,Sabettini,Westminster,MA,541890,20040456
2230,"RAZZ-M-TAZZ Promotions, LLC",Gail,Sabettini,Westminster,MA,541890,20040456
2231,"RBLA Design, LLC",Rebecca,Bachand,Dedham,MA,541320,20110030
2232,"RBLA Design, LLC",Rebecca,Bachand,Dedham,MA,541320,20110030
2233,RBV and Sons Incorporated,Raul B.,Vicente,Milton,MA,"484220, 238110, 238350, 238990, 238120, 238910",20030303
2234,RBV and Sons Incorporated,Raul B.,Vicente,Milton,MA,"484220, 238110, 238350, 238990, 238120, 238910",20030303
2236,"Readyride, LLC",Dotun,Ladunni,Springfield,MA,485991,
2237,"Reale Associates, Inc.",Jody,Reale,Ocean Bluff,MA,561730,19940299
2238,"Reale Associates, Inc.",Jody,Reale,Ocean Bluff,MA,561730,19940299
2239,"Rebars & Mesh, Inc.",Kathryn,Grady,Haverhill,MA,332312,20090260
2240,"Rebars & Mesh, Inc.",Kathryn,Grady,Haverhill,MA,332312,20090260
2242,"Refinishing Oracle, LLC, The",Maria,Gonzalez,Acushnet,MA,,20190190
2243,Reflection-IT Auditing Services,Jorge,Garcia,Wayland,MA,541690,20160337
2244,"Regina Villa Associates, Inc.",Regina,Villa,Boston,MA,"541910, 561920, 541611, 541613, 541922, 512110, 541430, 541490, 541820",19830024
2245,"Regina Villa Associates, Inc.",Regina,Villa,Boston,MA,"541910, 561920, 541611, 541613, 541922, 512110, 541430, 541490, 541820",19830024
2246,Regis Steel Corporation,Jamesy,Regis,Fall River,MA,237310,19880004
2247,Regis Steel Corporation,Jamesy,Regis,Fall River,MA,237310,19880004
2248,"Reliance Engineers, LLC",Sena,Kumarasena,Wellesley,MA,541330,20130089
2249,"Reliance Engineers, LLC",Sena,Kumarasena,Wellesley,MA,541330,20130089
2250,"Resilient Civil Engineering, P.C.",Kristen M.,Berger,Marlborough,MA,541330,20190128
2251,"Resilient Civil Engineering, P.C.",Kristen M.,Berger,Marlborough,MA,541330,20190128
2254,"Resource Connection, Inc. (The)",Janet,Santa Anna,Middleton,MA,561311,20000094
2255,"Resource Connection, Inc. (The)",Janet,Santa Anna,Middleton,MA,561311,20000094
2256,"Resource Management, Inc.",Reinaldo,"Lopez, Sr.",Fitchburg,MA,561320,20130046
2257,"Resourcesoft, Inc.",Anita,Rana,Marlborough,MA,,20060371
2260,"Rex Welding, Inc.",Maria,Rexinis,Peabody,MA,238120,20170172
2263,"Ribeiro Construction, Inc.",Jose Luis,Ribeiro,Westport,MA,238910,20120135
2264,"Ribeiro Construction, Inc.",Jose Luis,Ribeiro,Westport,MA,238910,20120135
2266,"Richard W Reid Electrical Co., Inc.",Richard,Reid,Billerica,MA,238210,20020299
2269,"Rigbys Journey, Inc.",Mary,Hilton,Lawrence,MA,,20190144
2270,"Rightway Engineering, LLC",Steven,Mansaray,Dracut,MA,"541330, 236118",20160223
2271,"Rijerita Healthcare Services, LLC",Adeyemi,Jaiyeoba,Stoughton,MA,,20190169
2273,"Rise & Shine Contract Cleaning & Consultation Services, Inc.",Lois L.,Reason,Roxbury,MA,541611,20130150
2274,"Rivera Consulting, Inc.",Wilnelia,Rivera,Boston,MA,,20190035
2275,"RL Controls, LLC",Lena,Walsh,Woburn,MA,"541380, 561311, 561320, 425120, 332321, 335929, 541614, 811213, 237130, 238210, 334220, 334290, 336320, 336390, 423690, 488210",20060225
2276,"RL Controls, LLC",Lena,Walsh,Woburn,MA,"541380, 561311, 561320, 425120, 332321, 335929, 541614, 811213, 237130, 238210, 334220, 334290, 336320, 336390, 423690, 488210",20060225
2282,"RND Consultants, Inc.",Janice,Bergeron,Boston,MA,"541611, 541618",20180067
2283,"RND Consultants, Inc.",Janice,Bergeron,Boston,MA,"541611, 541618",20180067
2284,"Road-Way Maintenance Services, Inc.",Rosemary,Setterlund,Plymouth,MA,"562998, 561730",20110082
2285,"Road-Way Maintenance Services, Inc.",Rosemary,Setterlund,Plymouth,MA,"562998, 561730",20110082
2287,Robert E. Andrade d/b/a: Andrade Enterprises,Robert E.,Andrade,New Bedford,MA,"484110, 238910",20170074
2288,Robert Herrera d/b/a: Cape Cleaning Services,Robert,Herrera,Hyannis,MA,561720,20120315
2291,"Roderick Construction Company, Inc.",Manuel,Roderick,Marston Mills,MA,"237110, 484121, 541990",19850021
2292,"Roderick Construction Company, Inc.",Manuel,Roderick,Marston Mills,MA,"237110, 484121, 541990",19850021
2293,"Rojas Design, Inc.",Andres T.,Rojas,Boston,MA,"541320, 541410, 541310",20010002
2294,"Rojas Design, Inc.",Andres T.,Rojas,Boston,MA,"541320, 541410, 541310",20010002
2295,"Romano Ventures, LLC d/b/a: Romano Builders",Carmine,Romano,Lynn,MA,,20190099
2296,"Ronald Pierre-Louis, CPA LLC",Ronald,Pierre-Louis,Hyde Park,MA,541211,20120017
2297,"Ronnie's Restaurants, Inc.",Reynaldo,Faust,Oak Bluffs,MA,,
2298,"Rosales + Partners, Inc.",Miguel,Rosales,Boston,MA,"541310, 541320",19990181
2299,"Rosales + Partners, Inc.",Miguel,Rosales,Boston,MA,"541310, 541320",19990181
2300,"Rosemark Productions, LLC",Rose K.,Staram,Stoughton,MA,561920,
2301,"Roxbury Electric Cable and Conduit Company, Inc.",Patricia A.,Tierney,Readville,MA,425120,20000239
2302,"Roxbury Electric Cable and Conduit Company, Inc.",Patricia A.,Tierney,Readville,MA,425120,20000239
2303,"Roxbury Youthworks, Inc.",Mia,Alvarado,Roxbury Crossings,MA,,19850022
2304,"Roycroft Design, Inc.",Jennifer,Roycroft,Boston,MA,541430,20060066
2305,"Roycroft Design, Inc.",Jennifer,Roycroft,Boston,MA,541430,20060066
2306,"RRK Consulting, LLC",Rohit,Kshirsagar,Ashland,MA,"541519, 541513",20160317
2307,"RRMAE Engineering, LLC",anton,edmund,Boxborough,MA,541330,20140261
2308,"RSA, Inc. d/b/a: TRI State Hoist & Crane",Nelson,Rodney,Dorchester,MA,"238350, 238320, 811310, 238130",19930135
2309,"RSA, Inc. d/b/a: TRI State Hoist & Crane",Nelson,Rodney,Dorchester,MA,"238350, 238320, 811310, 238130",19930135
2310,"RSE Associates, Inc.",Richmond,So,Watertown,MA,"541330, 541380, 541611",20020030
2311,"RSE Associates, Inc.",Richmond,So,Watertown,MA,"541330, 541380, 541611",20020030
2312,"RTD Logistics, LLC d/b/a: Skycom Courier",Scott C.,Baker,Allston,MA,"492110, 492210",20050091
2313,"RTD Logistics, LLC d/b/a: Skycom Courier",Scott C.,Baker,Allston,MA,"492110, 492210",20050091
2316,Russell L Chin Esquire d/b/a: Chin Law Firm,Russell,Chin,Quincy,MA,541110,20020283
2317,"RWM Engineering, Inc.",Raymond,McCrary,Boston,MA,541330,20070249
2319,RYO Corporation,Monir,Saji,Burlington,MA,722513,
2320,"S & M Transportation, Inc.",Sabner,Anosier,Stoughton,MA,485410,20160006
2322,"S & T Associates, Inc.",Skelly,Enabulele,Quincy,MA,"541213, 541219",20000182
2323,"S & T Associates, Inc.",Skelly,Enabulele,Quincy,MA,"541213, 541219",20000182
2324,"S&N Construction, LLC",Steave,Marcelle,Mattapan,MA,,20190012
2325,S. Barzola Construction Corp.,Sonia,Dahlquist,Braintree,MA,"238110, 238990, 238320",20130223
2326,S. Barzola Construction Corp.,Sonia,Dahlquist,Braintree,MA,"238110, 238990, 238320",20130223
2328,SAAK Realty,Sharif,Abdal-Khallaq,Roxbury,MA,531210,19920041
2329,"Saam Architecture, LLC",Diana,Nicklaus,Boston,MA,"541310, 541320, 541410",20140290
2330,"Saam Architecture, LLC",Diana,Nicklaus,Boston,MA,"541310, 541320, 541410",20140290
2331,"Safety Environmental Consultants, Inc.",Johnnie,Lituma,Methuen,MA,541620,20150081
2332,"Safety Environmental Consultants, Inc.",Johnnie,Lituma,Methuen,MA,541620,20150081
2336,Sahasra Technologies Corp.,Priya,Prasad,Quincy,MA,541512,20070070
2338,"Salem Collision Auto Body, Inc.",Tolentino E.,Lopes,Peabody,MA,"811121, 811111",20140069
2339,"Salem Collision Auto Body, Inc.",Tolentino E.,Lopes,Peabody,MA,"811121, 811111",20140069
2340,"Salem Community Child Care, Inc.",Christin,Hatch,Salem,MA,624410,20010167
2342,"Salt Studio, LLC",Angela,Saltonstall,Belmont,MA,541320,20140239
2343,"Salt Studio, LLC",Angela,Saltonstall,Belmont,MA,541320,20140239
2344,"Sambo Okolo & Company, LLC",Ahmadu H.,Sambo,Randolph,MA,541211,20010275
2345,"Sambo Okolo & Company, LLC",Ahmadu H.,Sambo,Randolph,MA,541211,20010275
2346,"Samiotes Consultants, Inc.",Despina,Samiotes,Framingham,MA,"541330, 541370",20110212
2347,"Samiotes Consultants, Inc.",Despina,Samiotes,Framingham,MA,"541330, 541370",20110212
2348,Sam's Multi Service Center LLC,Sleamms,Petit-Maitre,Roslindale,MA,"541213, 561612, 561720, 236118",20170131
2350,"SAN, Inc. d/b/a: Omni Digital Printers",Kishor R.,Shah,Lawrence,MA,"561439, 561431",19910029
2351,Santana Electric,Daniel,Santana,Springfield,MA,238210,20100114
2352,"Sarian Company, Inc.",Marisa,Picone-Devine,Sandwich,MA,541620,20050148
2353,"Sarian Company, Inc.",Marisa,Picone-Devine,Sandwich,MA,541620,20050148
2354,Saugus Construction Corporation,Usha N.,Wood,Georgetown,MA,237310,19920008
2355,Saugus Construction Corporation,Usha N.,Wood,Georgetown,MA,237310,19920008
2356,"Savage Advertising Solutions, Inc.",Stephanie L.,Whalen,New Bedford,MA,"541850, 541890, 541511, 541430",20130221
2357,"Savage Advertising Solutions, Inc.",Stephanie L.,Whalen,New Bedford,MA,"541850, 541890, 541511, 541430",20130221
2358,"Savage Advertising Solutions, Inc.",Stephanie L.,Whalen,New Bedford,MA,"541850, 541890, 541511, 541430",20130221
2359,"SAVE DD, LLC",Johnson,Kajara,Haverhill,MA,,20190164
2361,Saxon Ventures LLC,Nadia,Asancheyev,Cambridge,MA,,
2362,SBA Architects,Shirley M.,Bassett,Lexington,MA,541310,20150126
2363,SBA Architects,Shirley M.,Bassett,Lexington,MA,541310,20150126
2364,"S-CEL-O, LLC",Ellen,Boynton,Springfield,MA,"238320, 221122, 221210",20080215
2365,"Schedule Dynamics, Inc.",Kathleen,Gorman,Sudbury,MA,236220,20000190
2366,"Schmidt Printing, Inc.",Jason,Schmidt,Worcester,MA,323111,20150288
2367,"Scitics, Inc.",Zhihong Joan,Yu,Acton,MA,"518210, 541860, 541910, 541511, 541613",20150233
2368,Scrubs Cleaning Services,Lakisha,Freeman,Roxbury,MA,561720,20150183
2370,"Seacoast Asphalt Services, Inc.",Jennifer,Nicolai,Hatfield,MA,423320,19950030
2371,"Seacoast Asphalt Services, Inc.",Jennifer,Nicolai,Hatfield,MA,423320,19950030
2372,Sean Woodard d/b/a: Woodard Electric,Sean,Woodard,Feeding Hills,MA,"238210, 423610",20180015
2373,"Seaport Cleaning Services, Inc.",Suely,Sparks,Watertown,MA,,20180248
2374,"Seaport Cleaning Services, Inc.",Suely,Sparks,Watertown,MA,,20180248
2379,"Selwyn & Bertha, LLC",Edward,Alwis,Clinton,MA,484110,20180031
2380,"Sendent Energy, LLC",Horace,Tiggs IV,Boston,MA,424720,20180172
2381,"Sendent Energy, LLC",Horace,Tiggs IV,Boston,MA,424720,20180172
2382,"Seoane Landscape Design, Inc.",Luis A.,Seoane,North Abington,MA,"238990, 423320, 444220, 424930",19840018
2383,"Seoane Landscape Design, Inc.",Luis A.,Seoane,North Abington,MA,"238990, 423320, 444220, 424930",19840018
2384,"Seraphic Springs Health Care Agency, Inc.",Foluso Tola,Olubanjo,Lynn,MA,"621610, 624120",19970191
2385,"Serrano & Serrano Construction, Inc.",Alexandra,Serrano,Lawrence,MA,"238130, 238330, 541611, 238320, 238140, 238310",20120227
2387,"Shadley Associates, P.C.",Pamela,Shadley,Lexington,MA,541320,20050171
2388,"Shadley Associates, P.C.",Pamela,Shadley,Lexington,MA,541320,20050171
2394,"Shekar & Associates, Inc.",S.,Chandrashekar,East Weymouth,MA,541330,19930085
2395,"Shekar & Associates, Inc.",S.,Chandrashekar,East Weymouth,MA,541330,19930085
2398,"Shine House Cleaning, Inc.",Maria,Fox-Moreira,Marlborough,MA,561720,20100395
2399,"Shine House Cleaning, Inc.",Maria,Fox-Moreira,Marlborough,MA,561720,20100395
2400,"Shinemound Enterprises, Inc.",Gloria,Shiao,North Billerica,MA,423450,19960008
2401,Shoplick Associates,Jane,Shoplick,Newton,MA,541320,20080082
2402,Shoplick Associates,Jane,Shoplick,Newton,MA,541320,20080082
2403,"Shri Mahavir, Inc. d/b/a: Minuteman Press",Shaila,Doshi,Foxboro,MA,"511199, 541430, 323111",20070359
2409,"Sigma Systems, Inc. d/b/a: Sigma, Inc.",Shama,Nannapaneni,Marlborough,MA,"541511, 561320",19970208
2410,"Sigma Systems, Inc. d/b/a: Sigma, Inc.",Shama,Nannapaneni,Marlborough,MA,"541511, 561320",19970208
2411,"Sign Collaborative Incorporated, The",Karen A.,Faiola,Sutton,MA,"541611, 339950",20080229
2412,"Sign Collaborative Incorporated, The",Karen A.,Faiola,Sutton,MA,"541611, 339950",20080229
2413,"Sign Design, Inc.",Ron,Ferrigno,Brockton,MA,"339950, 238990",20040485
2414,"Sign Design, Inc.",Ron,Ferrigno,Brockton,MA,"339950, 238990",20040485
2415,"Silva Engineering Associates, P.C.",Lawrence P.,Silva,Bridgewater,MA,"541330, 541370, 541620",19910152
2419,"SimosConsulting, LLC",Michele,Simos,Charlestown,MA,611430,20090212
2420,"SimosConsulting, LLC",Michele,Simos,Charlestown,MA,611430,20090212
2421,"Singh Electrical, LLC",Parminder,Singh,Somerville,MA,238210,20180119
2428,"SJB Enterprises, Inc. d/b/a: Sandra Network",Sandra J.,Batakis,Peabody,MA,"541512, 541519, 811212, 541511",20050270
2429,"SJB Enterprises, Inc. d/b/a: Sandra Network",Sandra J.,Batakis,Peabody,MA,"541512, 541519, 811212, 541511",20050270
2430,"Skyline Home Healthcare, LLC",Hashim,Mwanilelo,Northampton,MA,,20190147
2432,Small World Environmental Services,Steven,Small,Brockton,MA,"562910, 236118, 236220, 561730",20080340
2433,Small World Environmental Services,Steven,Small,Brockton,MA,"562910, 236118, 236220, 561730",20080340
2435,"Smart Cog, LLC, The",Jennifer,Wills,Ipswich,MA,"541613, 541618, 541810",
2437,"Smart Tech Skills, LLC",Kuldeep,Rana,Marlborough,MA,"541519, 541511",20130020
2438,"SMB Enterprises Unlimited, LLC",Stephanie,Murchison-Brown,Springfield,MA,"611710, 541618",20180227
2439,"SMI Demolition, Inc.",Charles R.,"Smith, Jr.",Norwood,MA,562910,20110261
2440,"Smith Marine, Inc.",Robin C.,Smith,Marblehead,MA,"483211, 532411, 237310, 488320, 488330, 561990, 237990, 483113",20060259
2441,"Smith Marine, Inc.",Robin C.,Smith,Marblehead,MA,"483211, 532411, 237310, 488320, 488330, 561990, 237990, 483113",20060259
2442,SMK Services Incorporated,Seta Marie,Kalaijian,Medford,MA,"541330, 541370, 541990, 611430, 237990, 541611, 237310",20180144
2443,SMK Services Incorporated,Seta Marie,Kalaijian,Medford,MA,"541330, 541370, 541990, 611430, 237990, 541611, 237310",20180144
2444,"SMS Enterprises, Inc.",Jose,Jimenez,Lawrence,MA,"238990, 238390, 236220, 562910, 238310, 238160, 238170, 238290",20040086
2446,"Soil X, Corp.",Severino,Luna,Leominster,MA,"541330, 213111, 213112, 238910",20190104
2447,"Soil X, Corp.",Severino,Luna,Leominster,MA,"541330, 213111, 213112, 238910",20190104
2448,"Soltrix Technology Solutions, Inc.",Raghu,Nandan,Westborough,MA,"541511, 541512",20070077
2449,"Soltrix Technology Solutions, Inc.",Raghu,Nandan,Westborough,MA,"541511, 541512",20070077
2450,"Sorensen Partners | Architects + Planners, Inc.",Marie S.A.,Sorensen,Cambridge,MA,"541310, 541320, 541410, 541690",20130235
2451,"Sorensen Partners | Architects + Planners, Inc.",Marie S.A.,Sorensen,Cambridge,MA,"541310, 541320, 541410, 541690",20130235
2453,"Soto Home Care, Inc.",Anthony,Soto,Holyoke,MA,621610,20180048
2454,"Souper Sweet Sandwich Shop, Inc.",Sonya,Yelder,Springfield,MA,722513,20180241
2455,"South Coast Steel, LLC",Amanda,Lapointe,Fall River,MA,238120,20160151
2456,"South Coast Steel, LLC",Amanda,Lapointe,Fall River,MA,238120,20160151
2457,"South Coast Steel, LLC",Amanda,Lapointe,Fall River,MA,238120,20160151
2458,"South Cove Community Health Center, Inc.",Eric,Tiberi,Boston,MA,621498,19990077
2459,"South Shore Pipeline Services, Inc.",Donna L.B.,D'Amore,Hanover,MA,"237120, 237110",19970072
2460,"South Shore Pipeline Services, Inc.",Donna L.B.,D'Amore,Hanover,MA,"237120, 237110",19970072
2462,"Southeastern Metal Fabricators, Inc.",Ronald J.,Anderson,Rockland,MA,332312,20160332
2463,"Sovereign Consulting, Inc.",Ravi,Gupta,Holyoke,MA,562910,20050154
2466,Space Design,Cynthia L.,Brumm,Ashland,MA,541410,20110021
2467,Space Design,Cynthia L.,Brumm,Ashland,MA,541410,20110021
2468,"Spalding Tougias Architects, Inc.",Cheryl,Friedman Tougias,Boston,MA,"541310, 541410",19950174
2469,"Spalding Tougias Architects, Inc.",Cheryl,Friedman Tougias,Boston,MA,"541310, 541410",19950174
2470,"Spanish American Center, Inc.",Neddy,Latimer,Leominster,MA,813410,19880130
2471,"SpecPro, LLC",Miguel,Reyes,Marlboro,MA,425120,20180099
2473,"Spinnaker, LLC",Nirav,Dagli,Boston,MA,,20180280
2474,"Split Excavating, Inc.",Brenda,Fydenkevez,Hadley,MA,561730,20090462
2475,"Split Excavating, Inc.",Brenda,Fydenkevez,Hadley,MA,561730,20090462
2476,"Spotlight Communications, Inc.",Tomeeka J.,Farrington,Quincy,MA,"541820, 541613",20060291
2477,"Spotlight Graphics, Inc.",Diane,DeMarco,Southwick,MA,"323111, 541430, 541490, 541890",20140136
2478,"Spotlight Graphics, Inc.",Diane,DeMarco,Southwick,MA,"323111, 541430, 541490, 541890",20140136
2480,"Springfield Partners for Community Action, Inc.",Paul,Bailey,Springfield,MA,624190,20000099
2482,"SRS Contractors, Inc.",Sina,Min,Lowell,MA,562910,20060256
2483,"SSND Enterprises, Inc. d/b/a: ComForCare Senior Services",Suvarcha,Madan,Canton,MA,621610,20170134
2484,"SSV Engineering, Inc.",Sampath,Bade,Framingham,MA,541620,20170243
2485,"St Fleur Consulting, LLC",Sandra,St Fleur,Watertown,MA,,20180269
2486,"Stacey Depasquale Engineering, Inc.",Stacey,DePasquale,Lawrence,MA,"541330, 541611",20060245
2487,"Stacey Depasquale Engineering, Inc.",Stacey,DePasquale,Lawrence,MA,"541330, 541611",20060245
